kegg,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K05668,298.292382,-9.26888481,3.869738369,-2.395222603,NA,NA
K05680,84.1863306,-22.42998877,3.907090268,-5.740842221,NA,NA
K05688,317.2736433,1.31286151,3.24102513,0.405076004,NA,NA
K05697,1038.183386,-12.72011619,2.740476491,-4.641570992,NA,NA
K05698,7430.156026,-0.707124376,1.007832523,-0.701628852,NA,NA
K05736,103.9905373,-7.64574782,3.061128124,-2.497689581,NA,NA
K05741,128.7729349,-4.023953289,1.922016641,-2.093610015,NA,NA
K05742,116.0219419,-6.899895437,2.859172614,-2.413248995,NA,NA
K05745,143.7517722,2.050819022,3.726695357,0.550304982,NA,NA
K05746,181.4613505,-10.20381688,3.028828711,-3.368898625,NA,NA
K05758,2193.753816,4.01108722,1.515097068,2.647412699,NA,NA
K05763,346.7627887,-25.09791273,3.882392327,-6.464548304,NA,NA
K05765,181.2126975,-10.201812,3.103063842,-3.287657785,NA,NA
K05786,455.346911,-0.094494107,2.360441384,-0.040032389,NA,NA
K05815,224.0572091,-3.682273525,2.417458363,-1.523200392,NA,NA
K05818,62.54032066,-3.584849548,1.996939452,-1.795171878,NA,NA
K05866,157.3322411,-9.314609134,3.7008751,-2.516866655,NA,NA
K05898,497.4356962,3.997108522,1.779863542,2.245738748,NA,NA
K05906,117.0569059,-7.470075905,3.846694005,-1.941947006,NA,NA
K05931,143.8972094,1.754611666,2.48631589,0.705707458,NA,NA
K05939,313.179041,3.024365141,1.375991756,2.19795295,NA,NA
K05940,181.9438953,-2.003497651,2.682075301,-0.746995303,NA,NA
K05962,93.93492987,23.90771942,3.907593187,6.118272367,NA,NA
K06033,246.167451,6.583948156,3.137303413,2.098601024,NA,NA
K06053,618.1183736,-2.793192334,2.198517365,-1.270489094,NA,NA
K06058,341.2555333,-4.468250756,2.10449256,-2.123196271,NA,NA
K06059,1526.352467,-9.186332637,1.653545704,-5.55553597,NA,NA
K06061,323.3710198,-3.433657454,3.23399753,-1.06173781,NA,NA
K06066,370.8209316,-4.839378322,2.070610863,-2.337174217,NA,NA
K06081,60.70736663,1.703628573,3.286554139,0.518363155,NA,NA
K06096,1171.168576,3.84175051,1.5252473,2.518772208,NA,NA
K06099,718.5631209,-2.88306483,2.460988491,-1.171506832,NA,NA
K06108,450.3095726,-5.050580958,2.19196273,-2.304136329,NA,NA
K06129,124.6231187,-4.788152287,2.559532713,-1.870713456,NA,NA
K06130,171.7525273,-2.407947821,2.560927372,-0.940264003,NA,NA
K06172,147.9348949,-5.549970923,2.266388976,-2.44881659,NA,NA
K06185,379.3218139,0.551336731,2.447732767,0.225243841,NA,NA
K06196,977.3515378,1.907515026,1.300405587,1.466861605,NA,NA
K06198,1059.47407,2.596911216,1.299699691,1.998085584,NA,NA
K06208,218.5735625,0.402671076,1.751312364,0.229925331,NA,NA
K06210,163.3626555,-0.071276422,2.876683225,-0.024777293,NA,NA
K06222,2138.406774,7.864359063,1.713403879,4.58990385,NA,NA
K06223,30131.67285,1.744740537,0.962620791,1.812489979,NA,NA
K06248,764.7396813,-11.66974793,3.024141458,-3.858863117,NA,NA
K06257,469.044874,-7.035771457,1.809978114,-3.887213553,NA,NA
K06261,66.47500202,-7.783664165,3.018429881,-2.578712931,NA,NA
K06274,214.2040213,-0.007429332,2.007001275,-0.003701707,NA,NA
K06275,120.7122259,-7.396404484,2.648075461,-2.793124513,NA,NA
K06279,152.3594311,-1.04955133,2.718679224,-0.386051918,NA,NA
K06297,391.7439287,-3.315924785,1.652634418,-2.006447857,NA,NA
K06313,375.7576557,-2.014574058,1.45641666,-1.38324019,NA,NA
K06363,1091.229409,-9.194564345,2.195223048,-4.188441969,NA,NA
K06368,158.7676755,4.597346244,2.146324803,2.141962036,NA,NA
K06393,1184.792988,-3.171695145,1.698146215,-1.867739725,NA,NA
K06395,1265.671947,1.614757525,1.297511233,1.244503696,NA,NA
K06423,1281.401679,6.5968922,1.507285584,4.3766704,NA,NA
K06464,121.2960724,-8.658018313,3.389778849,-2.554154327,NA,NA
K06481,59.96950543,-22.71231098,3.90722167,-5.812905665,NA,NA
K06497,625.73734,3.297400242,2.192327809,1.504063502,NA,NA
K06519,628.9741643,-1.787037376,2.141029422,-0.83466269,NA,NA
K06537,333.441042,-0.671036556,2.471645706,-0.271493829,NA,NA
K06551,113.9839138,-8.853956374,3.907005612,-2.266174471,NA,NA
K06568,1116.757699,5.598830503,1.667953003,3.356707589,NA,NA
K06580,770.021348,-3.690053516,2.478082651,-1.489076046,NA,NA
K06589,2745.484088,-3.955410152,1.886252321,-2.096967679,NA,NA
K06607,52.03176971,-2.671200918,2.790386157,-0.957287188,NA,NA
K06619,94.7968852,-6.307651469,2.659917132,-2.371371422,NA,NA
K06622,181.6183694,-6.984622591,3.782048929,-1.846782716,NA,NA
K06624,1536.936988,1.490863937,2.289065622,0.651298033,NA,NA
K06639,272.7286009,-6.830443014,2.687586009,-2.541478855,NA,NA
K06666,306.1272344,-9.205560071,2.842471977,-3.238575488,NA,NA
K06671,1732.417383,-8.187227981,1.650396644,-4.960763833,NA,NA
K06679,194.9081213,-5.041936052,1.957537888,-2.575651834,NA,NA
K06689,530.4786394,0.341876241,1.716532146,0.199166815,NA,NA
K06693,728.9029325,-10.6320084,2.667945227,-3.985092459,NA,NA
K06697,2133.80252,3.090908085,1.672854363,1.847685102,NA,NA
K06734,103.7583686,-23.14882406,3.907028741,-5.92491778,NA,NA
K06752,339.2313408,7.921439223,2.563363685,3.090251792,NA,NA
K06762,70.45247826,-1.541990412,2.451417036,-0.629020028,NA,NA
K06767,135.7441796,-0.743430494,2.313493643,-0.32134538,NA,NA
K06770,382.5427623,0.099367432,2.216459831,0.044831596,NA,NA
K06786,801.2806979,3.30034358,2.136292877,1.544892844,NA,NA
K06788,1844.907944,-1.572677952,1.19301882,-1.318233983,NA,NA
K06823,186.0995513,-2.993574217,3.388415942,-0.883473065,NA,NA
K06829,1576.19225,-27.16364132,3.470629023,-7.826719922,NA,NA
K06858,46.60184548,-0.970936368,2.145089928,-0.452632011,NA,NA
K06859,1607.463672,0.15761481,1.653406785,0.095327303,NA,NA
K06862,330.6654376,-2.408023358,1.472425893,-1.635412261,NA,NA
K06890,46063.26457,-2.265770786,0.915387858,-2.475203015,NA,NA
K06893,951.1706352,-8.60939955,1.843064226,-4.671242287,NA,NA
K06895,564.8945439,-3.872706091,1.876715964,-2.063554723,NA,NA
K06922,636.472629,-4.597286149,1.760397776,-2.611504179,NA,NA
K06935,329.5303341,-0.914669673,1.740162374,-0.525623175,NA,NA
K06944,719.7822756,2.91358305,2.461379656,1.183719481,NA,NA
K06953,194.6407686,-5.166510232,2.031443196,-2.543270835,NA,NA
K06989,2700.049312,-3.159678904,1.445595111,-2.185728825,NA,NA
K07009,15058.40529,3.733286374,1.305534978,2.85958357,NA,NA
K07014,409.7842337,3.204431428,1.494174019,2.144617285,NA,NA
K07032,1333.675088,0.38956227,1.243393542,0.313305689,NA,NA
K07048,15637.55884,-5.385542542,1.534622605,-3.509359582,NA,NA
K07068,499.431725,0.607824367,1.693554782,0.358904462,NA,NA
K07069,420.4468915,1.198090782,2.073506745,0.577808963,NA,NA
K07112,190.2560296,2.313799556,1.530862117,1.511435635,NA,NA
K07120,134.2517771,5.350222965,2.116282786,2.528122895,NA,NA
K07121,684.3040018,-3.558906074,2.100901863,-1.693989679,NA,NA
K07128,423.2704859,-2.337222408,1.610654377,-1.451101143,NA,NA
K07147,821.5816157,-2.348796054,2.720772889,-0.863282659,NA,NA
K07157,76.13343662,-3.894226293,3.742424301,-1.040562475,NA,NA
K07176,203.7616582,-4.613706549,2.030543107,-2.272153954,NA,NA
K07178,159.3623152,-5.927166093,3.756789721,-1.577721015,NA,NA
K07179,543.1496564,-10.82252112,2.740732506,-3.94876957,NA,NA
K07189,382.3484933,-0.026336748,2.42223857,-0.010872896,NA,NA
K07195,531.3685905,-3.242194321,2.699389003,-1.201084511,NA,NA
K07198,2788.35156,-6.213007701,1.854117854,-3.350923831,NA,NA
K07202,1012.350924,-2.663750752,2.145388348,-1.24161705,NA,NA
K07208,203.9036208,-10.37197715,3.095531162,-3.350629216,NA,NA
K07213,1319.996191,-0.20850954,1.221598716,-0.170685788,NA,NA
K07223,473.7572934,-2.272128529,1.647764869,-1.378915506,NA,NA
K07224,618.2908076,-7.900791498,3.756652174,-2.103146933,NA,NA
K07268,242.9180618,7.313699601,3.744186808,1.953347943,NA,NA
K07279,1164.959595,-0.430272052,2.338044977,-0.184030699,NA,NA
K07298,1021.563212,-2.871390828,2.195943484,-1.307588674,NA,NA
K07344,303.5189007,-1.294416663,1.649212153,-0.784869709,NA,NA
K07363,1121.286716,-0.122623914,3.556457006,-0.034479234,NA,NA
K07368,218.0081393,-7.362112024,2.576587006,-2.857311632,NA,NA
K07390,98.12507913,-9.316726851,3.768860551,-2.47202748,NA,NA
K07397,616.304201,2.181716617,1.44459273,1.510264153,NA,NA
K07412,233.2356598,-9.888458874,3.906882305,-2.531035773,NA,NA
K07413,295.5027505,-4.129760782,2.914182739,-1.417124852,NA,NA
K07446,328.9663008,-4.147371454,1.786242855,-2.321840752,NA,NA
K07455,605.0641861,-1.94744233,1.441442286,-1.351037325,NA,NA
K07463,223.581017,11.94553306,3.353318465,3.562301996,NA,NA
K07480,558.1232708,7.57019346,1.599728877,4.732172787,NA,NA
K07511,574.7181421,0.211755964,2.011583066,0.105268317,NA,NA
K07513,732.9298068,-2.822512425,1.691129735,-1.669009992,NA,NA
K07514,564.5480339,-2.533891084,2.552692534,-0.992634659,NA,NA
K07515,591.9698633,-1.287600267,1.829327637,-0.703865312,NA,NA
K07521,3029.29462,-1.147214823,1.416355882,-0.80997639,NA,NA
K07524,394.5057748,-7.753220688,2.789226473,-2.779702819,NA,NA
K07555,78.16770209,-22.16906499,3.907115153,-5.674023958,NA,NA
K07577,825.4636582,-6.504171091,2.266206555,-2.870069844,NA,NA
K07601,629.0640273,2.246203852,1.286796037,1.745578777,NA,NA
K07610,290.7507867,10.36289963,3.853266982,2.689380124,NA,NA
K07622,344.0159758,-3.070631705,3.158860722,-0.972069355,NA,NA
K07623,105.8115499,-0.382798873,2.868219344,-0.133462203,NA,NA
K07641,2438.87219,-5.73255039,2.237196235,-2.562381565,NA,NA
K07660,126.2832361,-5.738166194,3.284521528,-1.747032603,NA,NA
K07665,377.1949006,-8.398576311,2.989185146,-2.809654103,NA,NA
K07672,354.9029138,9.020117303,2.261363249,3.988796275,NA,NA
K07684,449.8056933,-2.449462971,2.19360966,-1.116635751,NA,NA
K07689,218.7185283,-4.09690712,2.278370751,-1.798174032,NA,NA
K07692,426.631827,5.372158858,1.878048926,2.860499949,NA,NA
K07697,1463.578221,-2.179063595,1.257870493,-1.732343358,NA,NA
K07700,185.2354731,1.890697151,1.998773933,0.945928462,NA,NA
K07719,431.7100746,-0.46728009,1.964905029,-0.237813066,NA,NA
K07759,550.0431082,0.827944602,3.039088307,0.2724319,NA,NA
K07772,1785.743422,-3.092729174,2.651896659,-1.166232916,NA,NA
K07806,553.616379,9.616464437,2.903218696,3.312345863,NA,NA
K07809,298.7517501,3.097322057,2.947742077,1.050743917,NA,NA
K07830,315.4307044,-2.287715473,2.713818927,-0.842987515,NA,NA
K07832,214.8054192,0.896990241,2.779236287,0.322747024,NA,NA
K07843,897.9088043,-10.75425848,2.448614985,-4.391976094,NA,NA
K07859,818.2010996,-0.742948756,1.590114321,-0.467229775,NA,NA
K07877,234.266169,-2.630469553,3.131531412,-0.839994625,NA,NA
K07885,357.052946,-0.517501275,2.476088228,-0.20899953,NA,NA
K07891,528.7713324,0.536908813,1.922473073,0.279280277,NA,NA
K07894,120.6975804,-0.846027045,3.727232072,-0.226985341,NA,NA
K07895,197.5296422,3.022566261,2.422059675,1.247932201,NA,NA
K07899,274.2482798,-0.96614777,3.220374901,-0.300010961,NA,NA
K07903,351.6434045,0.92626181,2.352834454,0.393679125,NA,NA
K07904,41.74293258,-3.435371649,3.748826777,-0.916385806,NA,NA
K07909,42.20008366,-8.099470441,3.907414006,-2.072846755,NA,NA
K07911,300.2998343,-9.177003644,2.773590129,-3.308709368,NA,NA
K07918,297.9260759,-24.8929137,3.906856682,-6.371596331,NA,NA
K07920,512.5576364,-25.63314214,3.661936576,-6.999886975,NA,NA
K07933,76.55466376,-23.03637343,3.907122674,-5.895994406,NA,NA
K07936,148.2288977,4.253400446,2.542373861,1.673003531,NA,NA
K07940,370.1252251,-5.951195027,2.098709834,-2.835644514,NA,NA
K07941,573.3603421,-1.259824432,1.486934248,-0.84726304,NA,NA
K07945,396.0973556,3.074365815,1.5004674,2.048938761,NA,NA
K07950,96.63333663,-9.294642706,3.554370726,-2.614989663,NA,NA
K07951,269.234192,-8.571129927,3.036031,-2.823136499,NA,NA
K07962,165.6728103,8.542188855,3.787326344,2.255466806,NA,NA
K07969,218.4386632,0.553912495,3.725914959,0.148664825,NA,NA
K08009,663.9164201,-11.47157689,3.126994551,-3.668563122,NA,NA
K08010,76.8378476,-6.435940764,3.189515806,-2.017842568,NA,NA
K08012,241.3254302,5.56440415,3.14713894,1.76808341,NA,NA
K08016,40.15606519,-8.02769036,3.907447126,-2.054459114,NA,NA
K08018,1922.703548,0.538925391,1.716486383,0.313970094,NA,NA
K08059,491.9364356,-2.762779173,2.373343529,-1.164087347,NA,NA
K08061,116.0598454,-6.925106638,2.654467937,-2.608849232,NA,NA
K08069,54.87071462,-5.340421391,3.786739873,-1.410295286,NA,NA
K08081,227.3981537,-0.956879063,2.427085133,-0.394250309,NA,NA
K08090,294.9596656,9.183964386,3.781576079,2.428607595,NA,NA
K08099,42.79729354,-5.269601703,3.800194306,-1.386666386,NA,NA
K08130,624.7152882,0.711131101,2.148026619,0.331062518,NA,NA
K08134,51.04606197,-22.48679945,3.907301532,-5.755071438,NA,NA
K08146,416.9549256,-25.35197881,3.906830421,-6.48914237,NA,NA
K08150,64.64441132,-3.785677741,2.452196993,-1.543790222,NA,NA
K08161,126.265739,3.167500254,1.784238845,1.775266951,NA,NA
K08167,121.6209388,-5.009039903,2.896820546,-1.729150917,NA,NA
K08172,975.5266595,4.284831654,1.482345648,2.890575257,NA,NA
K08173,128.6654168,0.732935244,3.726575033,0.196677978,NA,NA
K08178,166.5315694,-3.781990176,3.113756193,-1.214607035,NA,NA
K08180,496.3302507,-3.502572821,2.644387895,-1.324530651,NA,NA
K08193,252.0433383,-2.371839495,3.375370035,-0.702690215,NA,NA
K08214,625.8818702,-8.237615274,2.354529629,-3.498624597,NA,NA
K08215,677.2792541,0.209240015,1.564400503,0.133750926,NA,NA
K08222,155.1421275,-0.380650357,1.869028445,-0.203662153,NA,NA
K08260,77.73065495,-2.894220231,2.798588161,-1.034171541,NA,NA
K08266,39.1369285,-22.13444501,3.907464945,-5.664656066,NA,NA
K08272,970.214479,-2.108738393,1.491566954,-1.413773876,NA,NA
K08273,97.85307682,-23.35756268,3.907044776,-5.978319682,NA,NA
K08290,56.06703854,-5.529871274,3.793471866,-1.457733567,NA,NA
K08298,1708.543998,2.398015082,1.754273231,1.366956435,NA,NA
K08299,114.792355,0.703373694,1.974384868,0.356249537,NA,NA
K08324,355.0525593,-4.416874541,1.877481892,-2.352552405,NA,NA
K08328,2835.724939,8.337790807,3.689325317,2.25997712,NA,NA
K08329,92.70401106,2.836424796,3.11629986,0.910189944,NA,NA
K08333,137.0857482,-8.046719437,3.139672313,-2.562916966,NA,NA
K08334,1403.039115,-2.610365709,2.253666614,-1.158275005,NA,NA
K08337,59.71973709,-8.600294172,3.907223573,-2.201126711,NA,NA
K08360,462.8493454,-9.037803325,2.292450782,-3.942419788,NA,NA
K08371,37.73273268,-7.938053956,3.907490868,-2.031496483,NA,NA
K08403,77.45911241,-22.10166378,3.90711861,-5.656768064,NA,NA
K08450,36.61528763,-21.55067531,3.907513116,-5.5151895,NA,NA
K08464,793.3225375,1.552359718,1.396715937,1.11143553,NA,NA
K08465,1083.211819,-2.867863431,1.854182484,-1.546699667,NA,NA
K08466,2306.240083,-4.063751604,3.246277392,-1.251818965,NA,NA
K08471,218.7560833,1.201227184,2.040289225,0.588753384,NA,NA
K08474,66.98387264,-22.8620431,3.90717381,-5.851299229,NA,NA
K08497,165.3572338,6.962771373,3.747242418,1.8581054,NA,NA
K08502,188.1547357,-6.300388663,3.759674964,-1.675780147,NA,NA
K08506,293.7380305,2.944153711,2.909824062,1.011797844,NA,NA
K08508,1518.240824,-4.384327246,1.876673253,-2.336223015,NA,NA
K08517,74.42904573,-8.91804511,3.907132865,-2.282503672,NA,NA
K08524,450.3536248,4.081522662,2.358551597,1.730520828,NA,NA
K08530,177.3640217,0.482867727,3.192273713,0.15126138,NA,NA
K08531,1430.192573,-8.316762341,1.953885397,-4.256525154,NA,NA
K08540,774.3078699,-1.911561201,2.871410262,-0.665722076,NA,NA
K08570,99.60532204,0.213577025,2.386284748,0.089501903,NA,NA
K08579,173.6889462,-24.15848152,3.90692248,-6.183506749,NA,NA
K08581,2128.663103,-2.640348266,1.921801407,-1.373892358,NA,NA
K08582,123.156871,4.717606099,2.049864551,2.301423329,NA,NA
K08588,163.0909546,-7.804702787,2.995448632,-2.60552049,NA,NA
K08594,467.9174987,-10.607942,2.566284164,-4.13358043,NA,NA
K08596,1475.588517,-9.1633967,3.61568512,-2.534345884,NA,NA
K08609,69.47086013,-7.159229437,3.870047094,-1.849907575,NA,NA
K08646,244.9284798,-7.585534188,3.788843829,-2.002070956,NA,NA
K08656,30.84488999,-5.062705459,3.25608568,-1.554844054,NA,NA
K08664,274.8985364,-4.684890575,2.976388751,-1.574018372,NA,NA
K08687,846.1141732,0.88696744,3.543578503,0.250302749,NA,NA
K08724,3346.74933,0.419359352,1.194297809,0.351134657,NA,NA
K08732,2156.279426,-7.544019583,1.688181517,-4.468725376,NA,NA
K08736,301.6746171,4.264810258,1.837916167,2.320459623,NA,NA
K08738,1116.910418,1.561963764,1.801249814,0.867155545,NA,NA
K08742,148.9125827,-6.417629985,2.646720166,-2.42474821,NA,NA
K08754,38.71119498,-5.308286002,3.81011643,-1.393208344,NA,NA
K08759,809.1581262,0.533030315,2.474482521,0.215410823,NA,NA
K08762,455.6405439,-0.601719147,1.879627489,-0.320126807,NA,NA
K08794,85.21700369,-8.144123391,3.907087913,-2.084448462,NA,NA
K08799,514.1516766,-25.44605967,3.906817983,-6.513244228,NA,NA
K08803,676.0069642,-0.644825757,2.077722313,-0.310352232,NA,NA
K08804,1526.861018,2.085250275,1.466398193,1.422021852,NA,NA
K08814,648.1558824,1.782748285,1.74961784,1.018935818,NA,NA
K08831,693.6730082,-4.945828741,2.147796084,-2.302745954,NA,NA
K08834,72.61063221,-22.96432741,3.907142117,-5.877525496,NA,NA
K08843,255.5197303,-6.876887752,2.978447293,-2.308883481,NA,NA
K08861,195.2254195,-1.319046062,2.972626075,-0.443730906,NA,NA
K08863,173.156032,24.76357864,3.907211759,6.337915672,NA,NA
K08872,1832.509828,0.681783056,1.707125282,0.399374939,NA,NA
K08873,43401.84365,2.863226182,1.542355906,1.856397847,NA,NA
K08877,85.6118788,-1.992708285,3.36814362,-0.591634001,NA,NA
K08882,62.9754884,-0.076127394,2.947519919,-0.02582761,NA,NA
K08889,155.0143279,-23.93020604,3.906941485,-6.125048489,NA,NA
K08892,1116.074298,0.772765264,1.31230099,0.588862822,NA,NA
K08896,194.7744814,-23.71441624,3.906905417,-6.069872114,NA,NA
K08965,937.3569356,0.883992753,1.883484713,0.469338958,NA,NA
K08991,36.13646655,-3.708990045,2.97646387,-1.246106188,NA,NA
K08996,170.5595902,-2.970588614,2.730073221,-1.088098514,NA,NA
K09019,213.1059698,-9.861794295,3.767369381,-2.617687117,NA,NA
K09030,769.6707315,1.630485456,1.583816037,1.02946644,NA,NA
K09032,281.8256589,-2.378762459,1.465088599,-1.623630449,NA,NA
K09055,225.497271,-6.34876862,2.195900395,-2.891191529,NA,NA
K09059,1015.146166,-8.244775612,1.937051277,-4.256353826,NA,NA
K09107,175.8504558,-0.324999367,2.373324437,-0.136938449,NA,NA
K09113,4212.488014,-3.214616072,1.6815911,-1.911651454,NA,NA
K09123,327.284357,1.261127744,1.67067302,0.7548621,NA,NA
K09167,957.678872,-2.757656315,1.242353055,-2.219704218,NA,NA
K09196,153.1037451,24.58884137,3.90727123,6.293098155,NA,NA
K09200,262.4881238,6.833873083,2.412680861,2.83248116,NA,NA
K09219,453.0798272,-8.716162057,3.516408439,-2.478711506,NA,NA
K09231,518.9834766,-0.866309559,3.294758693,-0.262935662,NA,NA
K09253,866.2528319,0.961478796,1.774993464,0.54168019,NA,NA
K09258,87.42233702,1.137584028,2.763867023,0.411591447,NA,NA
K09286,235.6345388,9.242328846,2.590997353,3.567093126,NA,NA
K09306,101.2607161,-8.792166794,3.907035893,-2.250341956,NA,NA
K09315,171.9482116,-9.557346609,3.906924261,-2.446258482,NA,NA
K09320,30.75299748,-21.7999432,3.907655709,-5.578777871,NA,NA
K09337,73.61498772,-22.91675913,3.907136948,-5.865358557,NA,NA
K09371,151.5174572,-23.97234476,3.906945572,-6.135827673,NA,NA
K09393,898.2370779,0.747839085,1.852317654,0.403731554,NA,NA
K09407,427.3894972,-5.604607857,2.042356271,-2.744187161,NA,NA
K09414,69.9672295,-4.696598248,3.444293239,-1.363588383,NA,NA
K09433,1029.692307,-0.808784118,1.637887774,-0.49379703,NA,NA
K09444,1169.502498,2.845441431,1.409051465,2.01940206,NA,NA
K09459,10298.26991,-1.708044668,1.324940893,-1.289147823,NA,NA
K09479,969.5465994,-1.210952962,2.482016034,-0.48789087,NA,NA
K09491,500.0297385,-8.351605838,2.702896085,-3.089873075,NA,NA
K09493,1244.338985,1.177666733,2.141557111,0.54991143,NA,NA
K09494,1056.753889,-9.06164429,1.348372838,-6.720429273,NA,NA
K09509,339.940096,4.294983382,1.787987807,2.402132367,NA,NA
K09513,185.2082201,4.519933338,2.572151645,1.757257721,NA,NA
K09518,827.707348,-4.73825729,1.883874942,-2.515165516,NA,NA
K09520,255.1916297,-24.67432308,3.906872088,-6.315620918,NA,NA
K09522,179.5970212,-0.266770353,2.386172092,-0.111798455,NA,NA
K09528,69.12639236,-7.156809033,3.870284711,-1.849168619,NA,NA
K09529,316.6773364,-2.021872213,3.456862477,-0.584886505,NA,NA
K09531,337.6439547,-0.924530074,1.949107892,-0.474334991,NA,NA
K09536,151.8497595,-1.98978579,2.594928339,-0.766797973,NA,NA
K09539,1194.91781,-10.28477058,2.260776378,-4.549220647,NA,NA
K09540,1828.941954,-2.650270317,1.571005518,-1.686989821,NA,NA
K09548,350.4231747,1.399638602,2.997583101,0.466922369,NA,NA
K09557,1300.267755,-4.301107185,2.452449795,-1.7538003,NA,NA
K09561,549.8935152,-2.213925785,1.358630367,-1.629527676,NA,NA
K09566,273.2350703,-0.221603709,3.41757822,-0.064842323,NA,NA
K09568,310.7699813,-7.296840839,2.535565869,-2.877795811,NA,NA
K09572,104.550649,-1.919933303,1.99625409,-0.961768,NA,NA
K09579,167.8760177,-4.764404548,2.520919221,-1.889947329,NA,NA
K09606,1311.704248,-2.841565813,2.246799233,-1.264717279,NA,NA
K09612,292.5854675,1.658097147,2.055425674,0.806692827,NA,NA
K09631,676.6126363,-9.545488325,2.193087292,-4.352534603,NA,NA
K09653,761.5195379,-0.80585243,2.771029602,-0.29081336,NA,NA
