kegg,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
K01257,2804.392108,-0.793951461,1.326317524,-0.598613414,0.549430709,0.787486608
K17250,1180.278567,0.64875892,1.085133663,0.597860837,0.549932793,0.788040887
K19196,795.1132674,-1.748834999,2.9270932,-0.597464747,0.550197137,0.788237032
K08307,9913.875821,0.28229916,0.472617531,0.597309962,0.550300455,0.788237032
K14342,84.74854019,1.413472838,2.369908719,0.596425013,0.550891335,0.788753543
K10810,290.9124792,-0.646106016,1.083680743,-0.596214356,0.551032037,0.788753543
K05614,219.2268294,0.938911439,1.575153463,0.596076167,0.551124345,0.788753543
K05732,1670.488989,-0.541624951,0.908808554,-0.59597255,0.551193565,0.788753543
K05910,316.4443892,0.605995527,1.016932329,0.59590546,0.551238386,0.788753543
K18723,2802.189435,-0.514137178,0.863438432,-0.5954532,0.551540573,0.789020661
K19091,937.3785705,0.652226722,1.095899563,0.595151913,0.55174193,0.789050742
K00918,262.3200403,-0.822034187,1.381393442,-0.595076074,0.551792621,0.789050742
K15652,3677.649111,-0.453547075,0.76297153,-0.594448229,0.552212359,0.789385608
K14084,13010.57016,0.242442942,0.407892092,0.5943801,0.552257916,0.789385608
K15437,8547.506373,-0.735489223,1.238335415,-0.593933771,0.55255641,0.789531684
K04034,32365.29302,0.309468246,0.521094136,0.593881651,0.552591272,0.789531684
K13100,36.92166418,-1.230127987,2.071992303,-0.593693319,0.552717253,NA
K07024,52144.17355,-0.25941235,0.43698098,-0.593646776,0.552748388,0.789591016
K00018,16312.12771,-0.330281672,0.557136405,-0.592820122,0.55330154,0.789818867
K02047,811.5200305,-0.631960425,1.066388468,-0.59261746,0.553437192,0.789818867
K18930,355.3955372,0.545387636,0.920470405,0.592509692,0.553509333,0.789818867
K00341,382.5799005,-0.478437501,0.807581037,-0.592432808,0.553560803,0.789818867
K08539,331.0148346,1.050192605,1.773138348,0.592278998,0.553663777,0.789818867
K05341,23826.84221,0.329667598,0.556661895,0.592222319,0.553701726,0.789818867
K19587,1037.104846,-0.501261682,0.846502104,-0.592156451,0.553745828,0.789818867
K01759,8234.74157,-0.334469462,0.565579457,-0.591374843,0.554269293,0.789818867
K16307,4118.81311,-0.558767593,0.944925923,-0.591334812,0.554296109,0.789818867
K02034,8106.001251,0.302435723,0.511545549,0.591219539,0.554373333,0.789818867
K10354,703.0002845,0.905299535,1.531319461,0.591189205,0.554393655,0.789818867
K15010,1434.022978,1.008852725,1.706496769,0.591183495,0.55439748,0.789818867
K01955,61954.99202,0.157500205,0.266424178,0.591163332,0.554410989,0.789818867
K16849,73.68868481,0.899407533,1.522612051,0.59070039,0.554721186,0.790096002
K01890,36668.07788,0.327357449,0.554569005,0.590291642,0.554995142,0.79017827
K01271,19430.87544,-0.249139542,0.422137386,-0.59018592,0.555066011,0.79017827
K02398,37235.2491,0.171164087,0.290061192,0.590096475,0.555125972,0.79017827
K18405,1019.682273,-1.294254556,2.196838873,-0.589144052,0.555764644,0.790743658
K01208,36636.32885,0.214810337,0.364705109,0.588997336,0.555863061,0.790743658
K17557,53.2562058,-1.478537716,2.510281392,-0.58899282,0.55586609,NA
K06528,956.5908939,-0.606334828,1.030123485,-0.588604024,0.556126934,0.790743658
K10361,2206.894324,-0.319040967,0.542148548,-0.588475185,0.556213385,0.790743658
K16809,394.3777739,-1.445539016,2.456681401,-0.588411267,0.556256277,0.790743658
K19545,408.6383669,-1.010717876,1.718861155,-0.588016009,0.556521548,0.790743658
K16351,992.195524,-0.817011556,1.389797795,-0.587863615,0.556623841,0.790743658
K01938,61275.84269,-0.217219376,0.369535045,-0.587818067,0.556654416,0.790743658
K05367,215.2539937,0.659525859,1.122009668,0.587807644,0.556661413,0.790743658
K08314,32751.75941,0.284064734,0.483285075,0.587778827,0.556680757,0.790743658
K08202,151.6850947,-1.07021941,1.82318567,-0.587005168,0.557200236,0.791317009
K00624,414.7135687,-1.321138072,2.252743662,-0.586457347,0.557568216,0.791510128
K09497,266.1591067,1.490189461,2.541156386,0.586421784,0.557592109,0.791510128
K10495,518.5646108,-1.765272297,3.010944328,-0.586285266,0.55768383,0.791510128
K18028,887.121401,0.472514628,0.806446389,0.585921933,0.557927977,0.79169215
K17759,709.4451142,0.471005192,0.804441207,0.585506048,0.558207501,0.791778323
K05748,925.9370664,1.346862372,2.300415076,0.585486674,0.558220524,0.791778323
K16942,587.9857781,1.680988687,2.87435111,0.584823712,0.558666258,0.792112076
K19302,14254.71934,0.273396537,0.467552347,0.584739951,0.558722587,0.792112076
K18711,606.7115196,-1.710009369,2.924996253,-0.584619337,0.558803703,0.792112076
K14673,6197.90692,0.451965116,0.774209416,0.58377631,0.559370819,0.792751466
K08191,1968.484722,-0.382717629,0.656438178,-0.583021588,0.559878768,0.793306754
K01740,68859.51036,-0.230605606,0.39578432,-0.58265473,0.560125754,0.793326553
K05303,3806.648503,-0.5757488,0.988616805,-0.582378124,0.560312014,0.793326553
K18285,306.0410737,-0.867288058,1.489284629,-0.582352118,0.560329527,0.793326553
K10857,79.75518295,-1.210836331,2.079663299,-0.5822271,0.560413722,0.793326553
K04500,90.67333104,-1.360777622,2.337549774,-0.582138459,0.560473422,0.793326553
K12778,37.58734569,-2.175504687,3.737909689,-0.582011035,0.560559248,NA
K18014,2033.289817,0.498834867,0.857233405,0.581912538,0.560625595,0.793377551
K11634,132.2077399,1.222089195,2.101746906,0.58146354,0.560928085,0.793641207
K03257,3344.381217,-0.878935747,1.513194708,-0.580847754,0.561343067,0.793754556
K01687,44905.8644,-0.134581587,0.231701649,-0.580840008,0.561348288,0.793754556
K11211,312.6756666,-0.589625158,1.015245163,-0.580771206,0.561394664,0.793754556
K19002,26877.97144,-0.29695974,0.511421994,-0.580655004,0.561472993,0.793754556
K03249,1141.113154,-1.079315238,1.859457081,-0.580446437,0.561613598,0.793780011
K00375,7771.01961,0.305388774,0.526275064,0.580283572,0.561723404,0.793780011
K07379,57.41796816,-0.965224954,1.66420463,-0.579991749,0.561920182,NA
K12285,243.9665165,1.045515875,1.803460142,0.579727742,0.562098232,0.794145403
K01953,24514.8934,0.210065539,0.362795803,0.579018658,0.562576583,0.794378491
K05979,90.7792667,0.844825191,1.459093928,0.579006721,0.562584638,0.794378491
K08852,324.1835811,-1.157779829,1.999737003,-0.578966048,0.562612083,0.794378491
K09013,18219.91942,0.254151306,0.43920647,0.578660205,0.562818473,0.794425477
K02508,80.7847431,-1.357220495,2.345810596,-0.578572071,0.562877954,0.794425477
K03217,33254.54404,-0.217240122,0.375644271,-0.578313416,0.563052538,0.794507723
K11366,359.1428001,-1.547428988,2.678737167,-0.577671078,0.563486209,0.794915804
K15728,1051.930292,0.68784646,1.190992863,0.577540371,0.563574475,0.794915804
K18119,2057.089553,-0.692572855,1.20007182,-0.577109506,0.563865483,0.795044753
K02495,33564.31704,-0.17248755,0.298915782,-0.577043972,0.563909751,0.795044753
K01567,17096.23603,-0.270757286,0.469341095,-0.576888085,0.56401506,0.795044753
K02364,8677.159385,0.208848801,0.362679648,0.575849242,0.564717087,0.7952344
K11347,1138.915155,1.298154744,2.254981632,0.575683068,0.564829422,0.7952344
K17573,669.8153348,-1.018715126,1.770012715,-0.575541135,0.564925379,0.7952344
K16501,267.0753021,-1.686246312,2.931436523,-0.575228663,0.56513666,0.7952344
K01447,25020.81682,-0.213943161,0.371977682,-0.575150532,0.565189495,0.7952344
K01486,9918.142514,-0.295946819,0.514582816,-0.575119902,0.565210209,0.7952344
K15978,280.760486,-1.433931284,2.49376084,-0.575007539,0.565286198,0.7952344
K04416,1746.528265,-1.224776951,2.130480353,-0.574883006,0.565370424,0.7952344
K14340,2311.566204,-0.473447853,0.823571003,-0.574871931,0.565377914,0.7952344
K00917,1389.856344,-0.615720009,1.071549615,-0.574607092,0.565557054,0.7952344
K17998,166.4423814,1.287073332,2.240135322,0.574551599,0.565594594,0.7952344
K00065,3228.839744,0.463508582,0.806839627,0.574474241,0.565646927,0.7952344
K00109,3969.01634,0.455651077,0.793194698,0.574450483,0.565662999,0.7952344
K06305,46.83083642,-0.982734703,1.71081796,-0.574423887,0.565680992,NA
K05659,3088.936241,0.539799205,0.940282691,0.574081827,0.56591243,0.795246463
K10545,2235.445239,0.866567883,1.50952738,0.574065694,0.565923347,0.795246463
K02856,253.2519357,0.670871884,1.169324247,0.573726137,0.566153138,0.795246463
K03753,660.3179866,-0.687474526,1.198589359,-0.573569689,0.566259028,0.795246463
K15307,233.42479,-1.177034128,2.0522362,-0.573537358,0.566280912,0.795246463
K05919,9230.993249,0.370063415,0.645378072,0.573405623,0.566370084,0.795246463
K09963,3183.882351,-0.458514114,0.800410322,-0.572848827,0.566747055,0.795612235
K00161,1234.414282,-0.791880724,1.383009317,-0.572578011,0.566930452,0.795706167
K00504,457.8406985,-1.206630123,2.108601543,-0.572241886,0.567158115,0.795862178
K07401,71.01532181,1.144559761,2.001673917,0.571801307,0.567456592,0.796117474
K02069,65.41043542,-0.886163953,1.550475239,-0.571543441,0.567631322,0.796199088
K14015,648.4747468,1.237582171,2.167510133,0.570969497,0.56802032,0.796581155
K16669,913.3473956,-0.874449131,1.532496348,-0.570604382,0.568267847,0.796691801
K01783,21440.4679,-0.181685122,0.318461412,-0.570509064,0.568332476,0.796691801
K02747,1933.382594,-0.659490986,1.156886843,-0.570056605,0.568639307,0.796786536
K03570,13789.24618,-0.206667249,0.362653537,-0.569875177,0.568762362,0.796786536
K08961,82.12603208,-0.84076368,1.476385129,-0.569474498,0.569034173,0.796786536
K02044,565.3746472,-0.674207569,1.184117258,-0.56937568,0.569101218,0.796786536
K18298,254.6557971,0.944814562,1.659478368,0.569344307,0.569122504,0.796786536
K01420,25603.20775,-0.217662609,0.382370992,-0.569244564,0.569190182,0.796786536
K07726,22800.57232,-0.221211815,0.388687109,-0.56912568,0.569270852,0.796786536
K02405,21160.16033,-0.155313295,0.272942123,-0.569033805,0.569333199,0.796786536
K17830,160.8581931,0.635546954,1.118368307,0.568280547,0.569844486,0.797338731
K11651,268.9655187,1.073930009,1.892926832,0.567338362,0.570484318,0.798070526
K17450,3267.139923,-0.455950295,0.804268629,-0.566912943,0.57077333,0.798311347
K09040,1276.471747,-0.852252208,1.50488475,-0.566323905,0.571173613,0.798707666
K12986,177.6731915,0.883831038,1.561887461,0.565873701,0.571479641,0.798900515
K09512,1847.544633,-0.657919851,1.162860858,-0.565776935,0.571545428,0.798900515
K17513,93.34778865,-1.753512894,3.101805101,-0.56532014,0.571856032,0.799101808
K11844,136.2887503,-1.876472265,3.319890791,-0.565221082,0.571923399,0.799101808
K03869,2099.727214,-0.61216957,1.083858408,-0.56480585,0.572205827,0.799332926
K07322,2618.779194,0.423666907,0.751147188,0.564026483,0.572736109,0.799654169
K12491,920.0107993,-0.592361162,1.050348243,-0.563966442,0.57277697,0.799654169
K00008,15508.33582,0.322842851,0.57246539,0.563951738,0.572786978,0.799654169
K17570,2423.95149,-0.328786313,0.583337768,-0.563629395,0.573006377,0.799772753
K12406,2100.8847,0.546131556,0.969496852,0.563314419,0.573220801,0.799772753
K14947,1607.877568,0.791751641,1.405604559,0.563281924,0.573242925,0.799772753
K00643,802.5642067,1.045073202,1.856310947,0.562983914,0.573445838,0.799772753
K10678,787.3353868,0.681525816,1.211036531,0.562762393,0.573596692,0.799772753
K05808,169277.8486,0.150675273,0.267767621,0.562709086,0.573632996,0.799772753
K17255,2597.18569,-0.722106814,1.283522971,-0.562597499,0.573708995,0.799772753
K07037,6964.397976,0.222627548,0.395816559,0.562451325,0.573808558,0.799772753
K04083,10184.13616,-0.268626989,0.478221091,-0.561721335,0.574305896,0.799964061
K17576,652.4253442,0.808013297,1.438591019,0.561669916,0.574340935,0.799964061
K02013,3515.220717,-0.497988295,0.886656093,-0.561647632,0.574356121,0.799964061
K05715,131.8864684,1.032409494,1.838459285,0.561562338,0.574414247,0.799964061
K09269,1540.294188,-1.203103915,2.143606292,-0.561252278,0.574625569,0.800095243
K00590,3271.194915,0.399739682,0.712604931,0.560955537,0.574827848,0.800213783
K02910,46.86384592,-1.391372926,2.481744251,-0.560643155,0.575040826,NA
K07207,59.27723536,-1.525359393,2.721865287,-0.560409584,0.575200096,NA
K07002,99.85923694,-0.754654368,1.346901562,-0.560289177,0.575282208,0.800683122
K06333,3613.640339,-0.342449943,0.612501356,-0.55910071,0.57609299,0.801460724
K05929,3350.908777,0.503917361,0.901417315,0.559027825,0.576142731,0.801460724
K18234,7754.954641,0.231177436,0.413668035,0.558847714,0.576265656,0.801460724
K03117,486.3365815,-0.735458745,1.31618087,-0.558782431,0.576310214,0.801460724
K01301,3860.475772,-0.605352052,1.084453814,-0.55820916,0.576701567,0.801780075
K18118,4435.229639,0.316238544,0.566631963,0.558102199,0.576774599,0.801780075
K00928,23256.34536,-0.23081933,0.414644726,-0.556667711,0.577754482,0.802978813
K09939,98.0629022,0.774416459,1.392462786,0.556148765,0.578109161,0.803308315
K11997,6834.074554,0.287989608,0.518621444,0.555298304,0.578690638,0.803698466
K03543,1379.304124,-0.40665248,0.732543846,-0.55512374,0.578810025,0.803698466
K16211,1204.791482,0.474197057,0.854514472,0.55493157,0.578941467,0.803698466
K11815,56.99112407,-0.959891489,1.729810974,-0.554911203,0.578955399,NA
K05967,786.8023734,-0.577542335,1.040791032,-0.554907102,0.578958204,0.803698466
K07066,2729.773637,0.42154699,0.759711325,0.554877855,0.57897821,0.803698466
K18907,398.7430855,-0.457008104,0.823921062,-0.554674623,0.579117237,0.803728128
K02822,177.8711245,0.752491848,1.358215224,0.554029902,0.579558382,0.804162047
K00603,837.7430344,-0.624188553,1.127507109,-0.553600548,0.579852251,0.804162047
K10297,6501.825482,-0.300924781,0.543582121,-0.553595804,0.579855498,0.804162047
K19181,9930.912194,0.333594312,0.602667465,0.553529652,0.579900782,0.804162047
K04075,8493.118795,-0.354640866,0.641671375,-0.552683008,0.58048049,0.804746908
K19167,2521.428128,0.41535114,0.751672065,0.55256961,0.580558156,0.804746908
K02283,8321.913459,-0.411457479,0.745087047,-0.552227396,0.580792567,0.804908506
K09820,3018.944943,-0.453426199,0.821438416,-0.551990496,0.580954865,0.804970118
K02855,9013.642007,-0.352348384,0.638798644,-0.551579732,0.581236326,0.805026278
K11085,49195.04447,0.184650552,0.334786607,0.551547009,0.581258751,0.805026278
K06803,55.17057843,-0.903351039,1.637889727,-0.551533491,0.581268015,NA
K08651,11909.12576,-0.262466776,0.475987384,-0.551415405,0.581348943,0.805026278
K07803,3720.405602,-0.596100016,1.081469599,-0.551194427,0.5815004,0.805049522
K05351,1817.209225,-0.580991299,1.054340672,-0.551047033,0.581601433,0.805049522
K06344,1130.432074,0.628831479,1.142224362,0.550532365,0.581954284,0.805173103
K06416,858.7738551,0.66448518,1.207603258,0.550251231,0.582147069,0.805173103
K02778,520.9284159,0.488051467,0.887201993,0.55010186,0.582249511,0.805173103
K09203,188.0374889,-1.250133622,2.27263163,-0.550081942,0.582263172,0.805173103
K11471,1337.610886,0.914769201,1.663043437,0.550057311,0.582280065,0.805173103
K03216,8699.803628,0.395749821,0.720090311,0.549583594,0.582605014,0.805459391
K00157,725.8413986,-1.485557275,2.704784037,-0.549233231,0.582845402,0.805589736
K01495,6371.493471,0.469822534,0.855619112,0.54910243,0.582935158,0.805589736
K16043,487.1509863,-0.618315451,1.126844655,-0.548714011,0.583201729,0.805795107
K15516,2719.543718,-0.595153865,1.085031516,-0.548512975,0.583339722,0.805822779
K03392,80.69297663,-0.847335172,1.545565089,-0.548236485,0.583529533,0.805833886
K15332,790.0969609,-0.678255842,1.237337309,-0.548157594,0.583583697,0.805833886
K01262,2314.016952,0.474924993,0.867507206,0.547459421,0.584063141,0.806332926
K02422,64197.08232,0.259238147,0.473703586,0.547258148,0.584201392,0.806360822
K16342,115.367954,-1.744249313,3.188653391,-0.547017533,0.584366686,0.806426027
K03206,370.6469174,0.827847885,1.514459016,0.546629441,0.584633339,0.806631051
K16951,1765.057611,-0.51407215,0.940893223,-0.546366088,0.584814316,0.806645286
K01027,685.2787805,-0.573686932,1.050187866,-0.546270768,0.584879827,0.806645286
K08036,449.575895,-1.602532789,2.937192893,-0.545600118,0.585340843,0.807012972
K11072,24846.02884,0.316836352,0.580776478,0.545539229,0.585382708,0.807012972
K00744,900.843747,-0.723790872,1.328027689,-0.545011883,0.585745345,0.807097157
K08655,2687.435257,-0.949135279,1.741497786,-0.545010902,0.58574602,0.807097157
K06183,6976.070499,0.490914142,0.900867351,0.544934991,0.585798229,0.807097157
K07752,6978.188163,-0.246330506,0.452255282,-0.544671374,0.585979556,0.807112447
K13305,6834.933718,0.425691309,0.781919682,0.544418204,0.586153722,0.807112447
K14683,802.3605504,0.918359623,1.686909627,0.54440357,0.58616379,0.807112447
K08760,13583.86023,-0.293678494,0.540708525,-0.543136423,0.587035877,0.808150357
K03313,2940.499332,-0.364788657,0.671911421,-0.542911826,0.587190513,0.808200361
K07292,408.2361663,-0.490529521,0.904043764,-0.542594884,0.587408762,0.808337883
K07912,1221.046514,0.874702529,1.613592134,0.542084031,0.587760619,0.808565075
K11488,591.3274811,-1.478719595,2.728207116,-0.542011486,0.587810593,0.808565075
K13965,234.3502275,-0.544087477,1.004409431,-0.541698893,0.588025952,0.808698466
K01989,20396.13986,0.279494839,0.516380422,0.541257621,0.588330026,0.808953786
K02606,42.87747672,-1.385664892,2.563036122,-0.540634165,0.588759765,NA
K12348,692.8146006,1.172074156,2.170490615,0.54000425,0.589194102,0.809978851
K08955,856.2929763,-0.775426001,1.436833789,-0.539676897,0.589419875,0.810126191
K18104,1279.753422,-0.528790747,0.98073495,-0.539178039,0.589764012,0.810389372
K07197,213.3350579,-1.650758073,3.063178685,-0.538903617,0.589953361,0.810389372
K15499,1969.885987,0.97064424,1.801213587,0.538883476,0.589967259,0.810389372
K18210,254.1117173,-0.823527051,1.529025914,-0.538595875,0.590165734,0.810470841
K06078,424.9115744,0.538808653,1.000659205,0.538453701,0.590263861,0.810470841
K00070,774.0396117,0.738168993,1.373072729,0.537603709,0.590850669,0.810980254
K09117,15455.98961,0.25862673,0.481101228,0.537572375,0.590872306,0.810980254
K02654,5509.1921,0.469701383,0.874821876,0.53691088,0.591329175,0.811444274
K05462,478.5421638,-0.824195528,1.536314528,-0.536475776,0.591629773,0.81169371
K02824,3033.351015,-0.504160555,0.940734748,-0.535922114,0.59201238,0.811898822
K15712,310.5383934,-1.308198627,2.44216667,-0.535671313,0.592185733,0.811898822
K06244,1312.938094,-0.455079486,0.849593155,-0.535644011,0.592204606,0.811898822
K03218,9325.103751,0.193060613,0.360475856,0.535571549,0.592254696,0.811898822
K03517,9599.556493,0.35450211,0.663048954,0.534654504,0.592888787,0.812604997
K13037,66.2897283,-1.264197289,2.367079151,-0.534074785,0.593289794,0.812901784
K00851,170.8703692,0.590853322,1.106714839,0.533880365,0.593424308,0.812901784
K02510,2066.417199,-0.704068213,1.319310161,-0.533663905,0.593574086,0.812901784
K10406,338.4483576,-1.195232581,2.240548513,-0.533455345,0.593718415,0.812901784
K17598,2642.558974,0.579649587,1.086844593,0.53333254,0.593803407,0.812901784
K10059,107.8005694,1.390029566,2.609063361,0.53276957,0.594193101,0.812901784
K07570,816.5993315,-0.739811751,1.388947596,-0.532641947,0.594281459,0.812901784
K07406,8473.835344,0.276138174,0.518459149,0.532613176,0.594301379,0.812901784
K06696,395.729494,-1.521585563,2.856865315,-0.532606684,0.594305874,0.812901784
K02399,27701.45206,0.208405377,0.391586646,0.532207569,0.594582241,0.812901784
K00640,8779.579664,0.31335228,0.588912243,0.532086544,0.594666056,0.812901784
K13001,258.8962844,0.679386658,1.276876622,0.532069149,0.594678104,0.812901784
K09795,2850.719479,-0.238150334,0.447712882,-0.531926474,0.594776921,0.812901784
K19191,818.579068,0.755145175,1.419921687,0.531821707,0.594849487,0.812901784
K15369,1412.456407,0.389861664,0.733149691,0.531762706,0.594890355,0.812901784
K03031,826.5404711,1.175623332,2.212602318,0.531330606,0.5951897,0.813075556
K07010,4699.256474,-0.282326196,0.531634692,-0.531052996,0.595382055,0.813075556
K03352,177.6660982,-0.93657344,1.764144989,-0.530893688,0.595492452,0.813075556
K17632,828.7154847,1.167582925,2.199285279,0.530891984,0.595493633,0.813075556
K18345,11861.25059,0.47465941,0.895197494,0.530228708,0.595953369,0.813540661
K08959,606.8961268,-0.66539065,1.255663615,-0.529911548,0.596173259,0.813678228
K16371,1217.571429,0.46886637,0.885534225,0.529472895,0.596477442,0.813759491
K04096,5410.975829,0.242606892,0.458341256,0.52931498,0.596586966,0.813759491
K09272,472.4924293,-1.116496438,2.109341814,-0.529310343,0.596590182,0.813759491
K03686,90835.73206,0.263976429,0.501094675,0.526799508,0.598332824,0.815973552
K13832,7717.952739,-0.346873644,0.659723694,-0.525786246,0.599036732,0.816629522
K13169,115.9021542,0.958337199,1.823713499,0.525486706,0.599244893,0.816629522
K11928,12017.17734,-0.263063367,0.500774128,-0.525313414,0.599365334,0.816629522
K00654,344.8443334,0.546269853,1.039902315,0.525308816,0.59936853,0.816629522
K12196,2837.418618,-0.661073026,1.259125612,-0.525025478,0.59956548,0.816629522
K03240,3361.190686,-0.378029606,0.720238374,-0.524867349,0.599675409,0.816629522
K08094,315.4170017,0.641747945,1.222914992,0.524769055,0.599743746,0.816629522
K11244,7510.285907,-0.446917727,0.851708276,-0.52473099,0.599770211,0.816629522
K13338,592.1413,-0.802345058,1.530108854,-0.524371228,0.600020364,0.816723958
K07343,2407.115755,0.442451231,0.844011436,0.524224213,0.600122602,0.816723958
K05448,632.7355633,-0.599556766,1.143940296,-0.524115435,0.600198253,0.816723958
K08321,1541.384816,0.456767077,0.871808043,0.523930791,0.600326678,0.816736016
K00656,194776.9419,-0.192804171,0.368196612,-0.523644609,0.600525749,0.816844163
K09655,680.2622078,-0.847747762,1.61959703,-0.52343129,0.600674155,0.816883366
K04527,1049.825057,-0.794369526,1.518754222,-0.523040209,0.600946272,0.817090761
K17085,302.2946927,-1.357224776,2.596941028,-0.522624411,0.601235649,0.817234176
K01883,35649.94165,-0.187992621,0.359763603,-0.522544859,0.601291022,0.817234176
K13212,1835.624083,-0.940871209,1.802097072,-0.522097962,0.601602125,0.817494354
K03797,51247.32759,-0.212969477,0.408802222,-0.520959687,0.602394855,0.818253333
K00610,4326.269841,-0.338513661,0.649798226,-0.520951962,0.602400236,0.818253333
K08486,1475.066855,1.030188159,1.981776195,0.519830726,0.603181561,0.81889176
K02040,15777.20655,-0.272856319,0.525045987,-0.519680801,0.60328607,0.81889176
K00113,2879.959511,0.34656283,0.667025062,0.51956493,0.603366847,0.81889176
K03522,92424.27813,0.184263295,0.35467428,0.519528214,0.603392443,0.81889176
K10189,9076.029981,-0.281961705,0.542842151,-0.519417484,0.603469641,0.81889176
K06167,17546.05676,0.217041515,0.418134845,0.519070624,0.603711493,0.819057241
K04706,719.0630051,1.12490803,2.170345457,0.518308284,0.604243194,0.819615818
K14361,54.87434805,1.931198712,3.729364541,0.517835865,0.604572793,NA
K04428,2193.88225,-0.828799301,1.600703991,-0.517771747,0.604617533,0.819884265
K19503,1652.152112,-0.664189402,1.283420036,-0.51751522,0.604796547,0.819884265
K00783,4942.69393,0.373134888,0.721593042,0.517098789,0.605087199,0.819884265
K03519,698.0756823,-0.515608479,0.998306141,-0.516483329,0.605516879,0.819884265
K01889,18270.74667,-0.329314219,0.63786488,-0.516275827,0.605661777,0.819884265
K03480,1457.333691,0.505957219,0.980268673,0.516141373,0.605755674,0.819884265
K11968,755.9152148,-0.970381574,1.880741518,-0.515956906,0.605884508,0.819884265
K01580,36389.54364,-0.31460543,0.609822196,-0.515896981,0.605926363,0.819884265
K07200,1002.914757,0.940521791,1.823678359,0.515727889,0.606044473,0.819884265
K05595,536.81077,-0.369970457,0.717438942,-0.515682151,0.606076423,0.819884265
K14436,910.4914206,1.220315065,2.366450113,0.515673269,0.606082628,0.819884265
K03046,149087.7125,0.146176862,0.283547057,0.515529462,0.606183087,0.819884265
K12015,702.0418903,1.021350002,1.982210776,0.515258021,0.606372729,0.819884265
K14250,570.8133589,0.655364418,1.272090231,0.515187054,0.606422315,0.819884265
K03043,139403.5106,0.158033766,0.306761812,0.515167663,0.606435864,0.819884265
K01821,1868.620528,0.553897786,1.075278597,0.515120256,0.606468989,0.819884265
K03770,9925.809432,-0.172226959,0.334474713,-0.514917726,0.606610514,0.819884265
K00944,9733.097502,0.475363863,0.923496829,0.514743363,0.606732368,0.819884265
K02073,25368.83219,0.373157864,0.725013266,0.514691084,0.606768905,0.819884265
K12567,2057.058906,-0.402093405,0.781390372,-0.5145871,0.606841582,0.819884265
K16612,3225.194115,-0.539976444,1.050223977,-0.514153605,0.607144602,0.820016498
K00240,5356.799152,-0.354773605,0.690351581,-0.513902792,0.607319955,0.820016498
K12397,3120.902134,0.412651185,0.803124977,0.513806938,0.607386977,0.820016498
K13572,5675.911677,-0.388449707,0.756091411,-0.513760242,0.607419628,0.820016498
K13241,2008.57184,0.73527814,1.433098651,0.513068754,0.607903227,0.82038782
K10408,180.2532963,-1.125965653,2.1947798,-0.513019873,0.60793742,0.82038782
K04079,240886.5227,0.293508934,0.572307478,0.512851825,0.608054975,0.82038782
K18481,1340.642298,0.653604399,1.276227347,0.512137905,0.608554498,0.820636345
K03701,64144.14585,0.2956997,0.57746234,0.512067506,0.608603765,0.820636345
K00052,21307.77939,0.191771353,0.374666213,0.511845866,0.608758887,0.820636345
K07706,23761.41892,-0.16965307,0.331475728,-0.511811441,0.608782982,0.820636345
K06091,1350.026397,-1.054685277,2.061018245,-0.511730199,0.608839848,0.820636345
K02786,1933.157268,-0.546925418,1.069809521,-0.51123626,0.609185631,0.820769065
K04024,5914.480776,0.519019903,1.015446824,0.511124651,0.609263776,0.820769065
K03412,40519.8288,0.185044761,0.362238698,0.510836535,0.609465524,0.820769065
K00818,23647.96368,-0.248042947,0.4856507,-0.510743519,0.609530663,0.820769065
K19508,2165.546301,-0.542667932,1.062530769,-0.510731498,0.609539082,0.820769065
K03718,7656.155529,0.222522365,0.436419723,0.50988155,0.610134448,0.821371646
K06401,4490.004846,-0.309192863,0.606558612,-0.509749358,0.610227069,0.821371646
K01914,17693.66851,-0.254753857,0.499983033,-0.509525004,0.610384276,0.821421393
K14439,4339.142512,0.437338752,0.858907023,0.509180551,0.610625674,0.821584396
K19409,718.4198426,0.857945199,1.687017368,0.50855742,0.611062482,0.822010203
K00010,23208.43918,0.272205965,0.5357346,0.508098533,0.611384244,0.822260594
K00669,330.7352149,0.477058463,0.939186411,0.507948643,0.61148936,0.822260594
K13052,13086.88493,0.192083074,0.378785374,0.50710267,0.612082782,0.822896572
K04045,12605.76408,-0.293225952,0.578476058,-0.506893844,0.612229306,0.822931599
K04538,876.3727186,0.692808633,1.367416254,0.506655256,0.61239673,0.82298189
K16950,3042.770258,-0.498419854,0.984052593,-0.506497171,0.612507675,0.82298189
K05629,1046.914951,-1.46964943,2.903425184,-0.50617782,0.612731824,0.823121158
K03737,376105.8223,0.121547533,0.240435283,0.505531182,0.613185803,0.823566815
K01338,73716.25297,-0.238297934,0.471539208,-0.505361866,0.613304697,0.823566815
K13094,2521.205233,-0.66475268,1.316160873,-0.505069474,0.613510041,0.823600266
K03744,19188.68164,0.234552841,0.464489204,0.504969414,0.613580318,0.823600266
K15605,233.2002885,-1.011675492,2.004548808,-0.504689877,0.613776672,0.823600266
K00881,2509.500128,0.64680457,1.281894272,0.504569358,0.613861336,0.823600266
K09703,1385.388582,-0.438447228,0.869402056,-0.504308939,0.614044297,0.823600266
K01858,2857.430182,0.301015048,0.597071918,0.504152077,0.614154514,0.823600266
K17767,81.12464928,1.078674589,2.140218296,0.504002134,0.614259877,0.823600266
